,Type,Repository,Repository City,Rep. Nat.,"Repository, City",,Lib_Latitude,Lib_Longitude,Shelfmark,Date_Start,Date_End,Date_Quality,Provenance,Prov_Latitude,Prov_Longitude,Length,Width,Number Pieces,Orientation,Complete?,Language_1,Language_2,Contents,Description,Bibliography,Editor Initials,Online Images,Online bib/record,
480,Prayer Roll,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,Jesus College MS 124,1445,1453,,England,,,Unknown,Unknown,,,,Unknown Language,,"Prayer Roll of Margaret of Anjou, Margaret of Anjou kneeling beneath a rota with the Virgin and child.",,"Drimmer, Sonja. “Beyond Private Matter: A Prayer Roll for Queen Margaret of Anjou.” Gesta 53, no. 1 (2014): 95–120.; McKendrick, Scott, John Lowden, Kathleen Doyle, Joanna Frońska, and Deirdre Elizabeth Jackson. Royal Manuscripts: The Genius of Illumination. London: British Library, 2011. ",NDP,,,
669,Mortuary Roll,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,Shropshire rolls 2,1375,1376,,"England, Lilleshall",,,296,"18.5, 21.5",5,,N,Latin,,"Fragmentary mortuary roll of Roger Norris, abbot of Lilleshall.",Opisthographic.,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 2. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009, no. 272.",LBB,,,
400,Mortuary Roll,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,Laud Misc. 730,1428,1428,,Unknown Provenance,,,Unknown,Unknown,,,N,Unknown Language,,"Mortuary roll fragment of John [II] Wodnesburgh, prior of Christchurch of Canterbury (d. 28 February 1428) .",,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 3. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009, no. 321.",KWS; LBB,,,
470,Poetry,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Add. E. 6,1250,1300,,England,,,182.9,9.2,4,,,English,,"Three poems, on death, the signs preceding the Day of Judgement, and the Lord's Prayer.",,"Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic, Ritual, and Witchcraft 9, no. 2 (2014): 178–209.; Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 30314; ",SDP,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/additional/additional-e.html,
322,Med-Alch,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 26,1500,1600,,England,,,975.4,3.8,15,V,,Latin,,"A magical roll. The greater part of the contents is written the legnth way of the roll in a long line, between two rows of magical symbols. The incantation commences with the names of God which are followed by verses from the Gospel of John and conclude with the Lord's Prayer in Greek.",,"Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic,Ritual, and Witchcraft 9, no. 2 (2014): 178–209.",SDP,,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.590,p.590
196,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,Hatton,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Five Genealogical Rolls of the Kings of England, from Julius Caesar, with arms.",,"Gatfield, George. Guide to Printed Books and Manuscripts Relating to English and Foreign Heraldry and Genealogy; Being a Classified Catalogue of Works of Those Branches of Literature. London: Mitchell and Hughes, 1892.",,,,
210,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 5,1485,1499,ca,England,,,914,36,15,,,English,,"Genealogy of the kings of England deduced from Adam, in English, ending with the Battle of St. Albans in 1454, with medallions depicting kings and drawings of towns.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 189, no. 2986",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/all/what/MS.+Bodl.+Rolls+5,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.562,p.562
207,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 2,1443,1443,ca,England,,,569,58,10,,,English,,"Genealogy of kings of France and England in parallel columns, from Brute the Trojan to 1422, in French, with illuminated capitals.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 189, no. 2986; Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, O5.",EAM,,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.560,p.560
206,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 15,1447,1447,,England,,,261,17,5,,,Latin,,Short chronicle of England and its kings from Brutus to Henry VI.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 2976",EAM,,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.560,p.560
211,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 6,1400,1449,ca,England,,,1278,35,26,,,Latin,French,"Genealogy of the kings of England deduced from Adam to Henry V, with circular diagram of England, heraldic arms, and miniatures. Also contains notes on English and Scottish monastic houses on back of membranes 2 and 5.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 2987",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/all/what/MS.+Bodl.+Rolls+6,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.563,p.563
472,Poetry,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 11,1475,1499,ca,England,,,213,27,3,,,Latin,,"Treatise on versification in Latin, partly in tabular form.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 2988",EAM,,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.563,p.563
17,Amulets,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Lat. liturg. e. 11,1400,1500,,England,,,79,14,2,,,Latin,,"Memory of St Christopher, office connected with the passion, rhymed prayers.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 30560; Robbins, Rossell Hope. “The‘ Arma Christi’ Rolls.” The Modern Language Review 34, no. 3 (1939): 415–21.",SDP (edited),,,
81,Chronicles,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 25,1296,1296,,England,,,662.9,21.3,11,,,Latin,,"Rotulus taxacionis ecclesiarum, pensionum et porcionum personarum ecclesiasticarum in archidiaconatibus Oxon., Bukyngham, Bedefordie, Huntyngdon et Norhampton.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 3114",SDP,,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.590,p.590
58,Calendar,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 6,1450,1500,,England,,,15.24,2.5,5,,,Latin,,"Imperfect set of calendarial and astronomical tables, including parts of a calendar for 1451.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 6658;",SDP,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
200,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 22,1425,1474,ca,England,,,Unknown,Unknown,2,,,Latin,,"Genealogy of Christ from Adam, with historical notes and biblical references.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 7415;",EAM,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
320,Med-Alch,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 54,1550,1599,ca,England,,,Unknown,Unknown,11,,,Latin,,"George Ripley, Alchemical roll.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895, no. 8447;",EAM,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
82,Chronicles,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 9,1375,1399,ca,England,,,320,29,5,,,Latin,,"Parliamentary history and English chronicle, 1 October 1386 – 4 June 1388, with illuminated border, capitals.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 2963.",EAM,,,
205,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 10,1430,1440,ca,England,,,610,28,9,,,Latin,,Genealogical roll from Noah to Henry VI.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 2967",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/all/what/MS.+Bodl.+Rolls+10,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.558,p.558
321,Med-Alch,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 1,1500,1524,?,England,,,570,59,9,,,English,Latin,"Ripley alchemical scroll or emblem, in English verse with Latin inscriptions of drawings and figures.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 2974.",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/all/what/MS.+Bodl.+Rolls+1,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.559,p.559
209,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Bodl. Rolls 3,1200,1300,ca,England,,,460,53,7,,,Latin,,Genealogy of the kings of England from Brute the Trojan through Edward I.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 2983;",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/all/what/MS.+Bodl.+Rolls+3,http://books.google.com/books?id=rOQtAAAAIAAJ&pg=PA558&lpg=PA558&dq=bodleian+library+pedigree+roll+2&source=bl&ots=YViuDY6a0W&sig=pR7fAhw7X8fupSiBIUJnBkRSl3I&hl=en&sa=X&ei=_-HCU4qzOMykyATosYLgCg&ved=0CD0Q6AEwBQ#v=onepage&q=bodleian%20library%20pedigree%20roll%202&f=false  p.561,p.561
57,Calendar,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Add. E. 15,1200,1400,,England,,,67.6,9.2,4,,,Latin,,"Treatise on Antichrist (recto, 13th century), with metrical treatise on the calendar and mnemonic poem on the calendarial saints (verso, 14th century).",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 30318.",SDP,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/additional/additional-e.html,
203,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 39,1400,1499,ca,England,,,Unknown,Unknown,5,,,Latin,,"Genealogy of the Kings of England to Henry V (later continued to Edward V), with historical and prophetic notes.",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7072; ",EAM,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
243,Heraldic Roll,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 4,1375,1424,ca,England,,,Unknown,Unknown,6,,,English,French,Coats of arms of sovereigns of Europe and English nobility. Treatise on heraldry.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7074; ",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/search?q=Shelfmark=%22MS.%20Ash.%20Rolls%204%22,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
202,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 38,1310,1310,ca,England,,,Unknown,Unknown,6,,,French,,Illustrated genealogy of the Kings of England from Brute the Trojan to Edward II (later continued to Richard II).,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7079;",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/search?q=Shelfmark=%22MS.%20Ash.%20Rolls%2038%22,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
199,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 21,1425,1474,ca,England,,,Unknown,Unknown,3,,,Latin,,Genealogy of the kings of England to Henry VI.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7081;",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/search?q=Shelfmark=%22MS.%20Ash.%20Rolls%2021%22,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
242,Heraldic Roll,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 19,1475,1549,ca,Wales,,,Unknown,Unknown,8,,,Welsh,,Sixty coloured coats of arms of Welsh families.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7082; ",EAM,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
201,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 26,1470,1472,ca,England,,,Unknown,Unknown,4,,,Latin,,"Genealogies of Christ and the Kings of England (to Edward IV with four of his children), with extracts from John of Bridlington's Vaticinia (text and commentary).",,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 7083; ",EAM,,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
204,GB Roy. Gen.,Bodleian Library,Oxford,GB,"Bodleian Library, Oxford GB",,,,MS Ash. Rolls 50,1300,1300,ca,England,,,183,48,3,,,Latin,,Illustrated genealogy of the Kings of England to Edward I.,,"Hunt, Richard William. A Summary Catalogue of Western Manuscripts in the Bodleian Library at Oxford Which Have Not Hitherto Been Catalogued in the Quarto Series: With References to the Oriental and Other Manuscripts. Oxford: Clarendon Press, 1895. no. 8465;",EAM,http://bodley30.bodley.ox.ac.uk:8180/luna/servlet/view/search?q=Shelfmark=%22MS.%20Ash.%20Rolls%2050%22,http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/medieval/ashmole/ashmole-rolls.html,
